protein	date	y
NSP10	2020-03-28	0.00
NSP11	2020-03-28	0.00
NSP12	2020-03-28	0.50
M	2020-03-28	0.00
NSP13	2020-03-28	0.00
N	2020-03-28	1.00
NSP14	2020-03-28	0.00
NS3	2020-03-28	0.00
NSP15	2020-03-28	0.00
NSP16	2020-03-28	0.00
NS9b	2020-03-28	0.00
NS6	2020-03-28	0.00
NS9c	2020-03-28	0.00
NSP1	2020-03-28	0.00
NSP2	2020-03-28	0.00
NS8	2020-03-28	0.00
NSP3	2020-03-28	0.00
NSP4	2020-03-29	0.00
E	2020-03-29	0.00
NS7a	2020-03-29	0.00
NSP5	2020-03-29	0.00
NS7b	2020-03-29	0.00
NSP6	2020-03-29	0.00
NSP7	2020-03-29	0.00
NSP8	2020-03-29	0.00
Spike	2020-03-29	1.00
NSP9	2020-03-29	0.00
NSP10	2020-03-29	0.00
NSP11	2020-03-29	0.00
NSP12	2020-03-29	1.00
M	2020-03-29	0.00
NSP13	2020-03-29	0.00
N	2020-03-29	0.00
NSP14	2020-03-29	0.00
NS3	2020-03-29	1.00
NSP15	2020-03-29	0.00
NSP16	2020-03-29	0.00
NS9b	2020-03-29	0.00
NS6	2020-03-29	0.00
NS9c	2020-03-29	0.00
NSP1	2020-03-29	0.00
NSP2	2020-03-29	0.00
NS8	2020-03-29	0.00
NSP3	2020-03-29	0.00
NSP4	2020-03-30	0.00
E	2020-03-30	0.00
NS7a	2020-03-30	0.00
NSP5	2020-03-30	0.00
NS7b	2020-03-30	0.00
NSP6	2020-03-30	0.00
NSP7	2020-03-30	0.00
NSP8	2020-03-30	0.00
Spike	2020-03-30	1.00
NSP9	2020-03-30	0.00
NSP10	2020-03-30	0.00
NSP11	2020-03-30	0.00
NSP12	2020-03-30	1.00
M	2020-03-30	0.00
NSP13	2020-03-30	0.00
N	2020-03-30	0.00
NSP14	2020-03-30	0.00
NS3	2020-03-30	1.00
NSP15	2020-03-30	0.00
NSP16	2020-03-30	0.00
NS9b	2020-03-30	0.00
NS6	2020-03-30	0.00
NS9c	2020-03-30	0.00
NSP1	2020-03-30	0.00
NSP2	2020-03-30	0.00
NS8	2020-03-30	0.00
NSP3	2020-03-30	0.00
NSP4	2020-03-31	0.00
E	2020-03-31	0.00
NS7a	2020-03-31	0.00
NSP5	2020-03-31	0.00
NS7b	2020-03-31	0.00
NSP6	2020-03-31	0.00
NSP7	2020-03-31	0.00
NSP8	2020-03-31	0.00
Spike	2020-03-31	1.00
NSP9	2020-03-31	0.00
NSP10	2020-03-31	0.00
NSP11	2020-03-31	0.00
NSP12	2020-03-31	1.00
M	2020-03-31	0.00
NSP13	2020-03-31	0.00
N	2020-03-31	0.00
NSP14	2020-03-31	0.00
NS3	2020-03-31	1.00
NSP15	2020-03-31	0.00
NSP16	2020-03-31	0.00
NS9b	2020-03-31	0.00
NS6	2020-03-31	0.00
NS9c	2020-03-31	0.00
NSP1	2020-03-31	0.00
NSP2	2020-03-31	0.00
NS8	2020-03-31	0.00
NSP3	2020-03-31	0.00
NSP4	2020-04-01	0.00
E	2020-04-01	0.00
NS7a	2020-04-01	0.00
NSP5	2020-04-01	0.00
NS7b	2020-04-01	0.00
NSP6	2020-04-01	0.00
NSP7	2020-04-01	0.00
NSP8	2020-04-01	0.00
Spike	2020-04-01	1.00
NSP9	2020-04-01	0.00
NSP10	2020-04-01	0.00
NSP11	2020-04-01	0.00
NSP12	2020-04-01	1.00
M	2020-04-01	0.00
NSP13	2020-04-01	0.00
N	2020-04-01	0.00
NSP14	2020-04-01	0.00
NS3	2020-04-01	1.00
NSP15	2020-04-01	0.00
NSP16	2020-04-01	0.00
NS9b	2020-04-01	0.00
NS6	2020-04-01	0.00
NS9c	2020-04-01	0.00
NSP1	2020-04-01	0.00
NSP2	2020-04-01	0.00
NS8	2020-04-01	0.00
NSP3	2020-04-01	0.00
NSP4	2020-04-02	0.00
E	2020-04-02	0.00
NS7a	2020-04-02	0.00
NSP5	2020-04-02	0.00
NS7b	2020-04-02	0.00
NSP6	2020-04-02	0.00
NSP7	2020-04-02	0.00
NSP8	2020-04-02	0.00
Spike	2020-04-02	1.00
NSP9	2020-04-02	0.00
NSP10	2020-04-02	0.00
NSP11	2020-04-02	0.00
NSP12	2020-04-02	1.00
M	2020-04-02	0.00
NSP13	2020-04-02	0.00
N	2020-04-02	0.00
NSP14	2020-04-02	0.00
NS3	2020-04-02	1.00
NSP15	2020-04-02	0.00
NSP16	2020-04-02	0.00
NS9b	2020-04-02	0.00
NS6	2020-04-02	0.00
NS9c	2020-04-02	0.00
NSP1	2020-04-02	0.00
NSP2	2020-04-02	0.00
NS8	2020-04-02	0.00
NSP3	2020-04-02	0.00
NSP4	2020-04-03	0.00
E	2020-04-03	0.00
NS7a	2020-04-03	0.00
NSP5	2020-04-03	0.00
NS7b	2020-04-03	0.00
NSP6	2020-04-03	0.00
NSP7	2020-04-03	0.00
NSP8	2020-04-03	0.00
Spike	2020-04-03	1.00
NSP9	2020-04-03	0.00
NSP10	2020-04-03	0.00
NSP11	2020-04-03	0.00
NSP12	2020-04-03	1.00
M	2020-04-03	0.00
NSP13	2020-04-03	0.00
N	2020-04-03	0.00
NSP14	2020-04-03	0.00
NS3	2020-04-03	1.00
NSP15	2020-04-03	0.00
NSP16	2020-04-03	0.00
NS9b	2020-04-03	0.00
NS6	2020-04-03	0.00
NS9c	2020-04-03	0.00
NSP1	2020-04-03	0.00
NSP2	2020-04-03	0.00
NS8	2020-04-03	0.00
NSP3	2020-04-03	0.00
NSP4	2020-04-04	0.00
E	2020-04-04	0.00
NS7a	2020-04-04	0.00
NSP5	2020-04-04	0.00
NS7b	2020-04-04	0.00
NSP6	2020-04-04	0.00
NSP7	2020-04-04	0.00
NSP8	2020-04-04	0.00
Spike	2020-04-04	1.00
NSP9	2020-04-04	0.00
NSP10	2020-04-04	0.00
NSP11	2020-04-04	0.00
NSP12	2020-04-04	1.00
M	2020-04-04	0.00
NSP13	2020-04-04	0.00
N	2020-04-04	1.00
NSP14	2020-04-04	0.00
NS3	2020-04-04	0.50
NSP15	2020-04-04	0.00
NSP16	2020-04-04	0.00
NS9b	2020-04-04	0.00
NS6	2020-04-04	0.00
NS9c	2020-04-04	0.00
NSP1	2020-04-04	0.00
NSP2	2020-04-04	0.00
NS8	2020-04-04	0.00
NSP3	2020-04-04	0.00
NSP4	2020-04-05	0.00
E	2020-04-05	0.00
NS7a	2020-04-05	0.00
NSP5	2020-04-05	0.00
NS7b	2020-04-05	0.00
NSP6	2020-04-05	0.00
NSP7	2020-04-05	0.00
NSP8	2020-04-05	0.00
Spike	2020-04-05	0.50
NSP9	2020-04-05	0.00
NSP10	2020-04-05	0.00
NSP11	2020-04-05	0.00
NSP12	2020-04-05	0.50
M	2020-04-05	0.00
NSP13	2020-04-05	0.00
N	2020-04-05	0.00
NSP14	2020-04-05	0.00
NS3	2020-04-05	0.50
NSP15	2020-04-05	0.00
NSP16	2020-04-05	0.00
NS9b	2020-04-05	0.00
NS6	2020-04-05	0.00
NS9c	2020-04-05	0.00
NSP1	2020-04-05	0.00
NSP2	2020-04-05	0.00
NS8	2020-04-05	0.00
NSP3	2020-04-05	0.00
NSP4	2020-04-06	0.00
E	2020-04-06	0.00
NS7a	2020-04-06	0.00
NSP5	2020-04-06	0.00
NS7b	2020-04-06	0.00
NSP6	2020-04-06	0.00
NSP7	2020-04-06	0.00
NSP8	2020-04-06	0.00
Spike	2020-04-06	1.00
NSP9	2020-04-06	0.00
NSP10	2020-04-06	0.00
NSP11	2020-04-06	0.00
NSP12	2020-04-06	1.00
M	2020-04-06	0.00
NSP13	2020-04-06	0.00
N	2020-04-06	0.00
NSP14	2020-04-06	0.00
NS3	2020-04-06	1.00
NSP15	2020-04-06	0.00
NSP16	2020-04-06	0.00
NS9b	2020-04-06	0.00
NS6	2020-04-06	0.00
NS9c	2020-04-06	0.00
NSP1	2020-04-06	0.00
NSP2	2020-04-06	0.00
NS8	2020-04-06	0.00
NSP3	2020-04-06	0.00
NSP4	2020-04-07	0.00
E	2020-04-07	0.00
NS7a	2020-04-07	0.00
NSP5	2020-04-07	0.00
NS7b	2020-04-07	0.00
NSP6	2020-04-07	0.00
NSP7	2020-04-07	0.00
NSP8	2020-04-07	0.00
Spike	2020-04-07	1.00
NSP9	2020-04-07	0.00
NSP10	2020-04-07	0.00
NSP11	2020-04-07	0.00
NSP12	2020-04-07	1.00
M	2020-04-07	0.00
NSP13	2020-04-07	0.00
N	2020-04-07	0.00
NSP14	2020-04-07	0.00
NS3	2020-04-07	1.00
NSP15	2020-04-07	0.00
NSP16	2020-04-07	0.00
NS9b	2020-04-07	0.00
NS6	2020-04-07	0.00
NS9c	2020-04-07	0.00
NSP1	2020-04-07	0.00
NSP2	2020-04-07	0.00
NS8	2020-04-07	0.00
NSP3	2020-04-07	0.00
NSP4	2020-04-08	0.00
E	2020-04-08	0.00
NS7a	2020-04-08	0.00
NSP5	2020-04-08	0.00
NS7b	2020-04-08	0.00
NSP6	2020-04-08	0.00
NSP7	2020-04-08	0.00
NSP8	2020-04-08	0.00
Spike	2020-04-08	0.50
NSP9	2020-04-08	0.00
NSP10	2020-04-08	0.00
NSP11	2020-04-08	0.00
NSP12	2020-04-08	0.50
M	2020-04-08	0.00
NSP13	2020-04-08	0.00
N	2020-04-08	0.00
NSP14	2020-04-08	0.00
NS3	2020-04-08	0.50
NSP15	2020-04-08	0.00
NSP16	2020-04-08	0.00
NS9b	2020-04-08	0.00
NS6	2020-04-08	0.00
NS9c	2020-04-08	0.00
NSP1	2020-04-08	0.00
NSP2	2020-04-08	0.00
NS8	2020-04-08	0.00
NSP3	2020-04-08	0.00
NSP4	2020-04-09	0.00
E	2020-04-09	0.00
NS7a	2020-04-09	0.00
NSP5	2020-04-09	0.00
NS7b	2020-04-09	0.00
NSP6	2020-04-09	0.00
NSP7	2020-04-09	0.00
NSP8	2020-04-09	0.00
Spike	2020-04-09	1.00
NSP9	2020-04-09	0.00
NSP10	2020-04-09	0.00
NSP11	2020-04-09	0.00
NSP12	2020-04-09	1.00
M	2020-04-09	0.00
NSP13	2020-04-09	0.00
N	2020-04-09	0.00
NSP14	2020-04-09	0.00
NS3	2020-04-09	1.00
NSP15	2020-04-09	0.00
NSP16	2020-04-09	0.00
NS9b	2020-04-09	0.00
NS6	2020-04-09	0.00
NS9c	2020-04-09	0.00
NSP1	2020-04-09	0.00
NSP2	2020-04-09	0.00
NS8	2020-04-09	0.00
NSP3	2020-04-09	0.00
NSP4	2020-04-12	0.00
E	2020-04-12	0.00
NS7a	2020-04-12	0.00
NSP5	2020-04-12	0.00
NS7b	2020-04-12	0.00
NSP6	2020-04-12	0.00
NSP7	2020-04-12	0.00
NSP8	2020-04-12	0.00
Spike	2020-04-12	1.00
NSP9	2020-04-12	0.00
NSP10	2020-04-12	0.00
NSP11	2020-04-12	0.00
NSP12	2020-04-12	1.00
M	2020-04-12	0.00
NSP13	2020-04-12	0.00
N	2020-04-12	0.00
NSP14	2020-04-12	0.00
NS3	2020-04-12	1.00
NSP15	2020-04-12	0.00
NSP16	2020-04-12	0.00
NS9b	2020-04-12	0.00
NS6	2020-04-12	0.00
NS9c	2020-04-12	0.00
NSP1	2020-04-12	0.00
NSP2	2020-04-12	0.00
NS8	2020-04-12	0.00
NSP3	2020-04-12	0.00
NSP4	2020-04-13	0.00
E	2020-04-13	0.00
NS7a	2020-04-13	0.00
NSP5	2020-04-13	0.00
NS7b	2020-04-13	0.00
NSP6	2020-04-13	0.00
NSP7	2020-04-13	0.00
NSP8	2020-04-13	0.00
Spike	2020-04-13	1.00
NSP9	2020-04-13	0.00
NSP10	2020-04-13	0.00
NSP11	2020-04-13	0.00
NSP12	2020-04-13	1.00
M	2020-04-13	0.00
NSP13	2020-04-13	0.00
N	2020-04-13	0.00
NSP14	2020-04-13	0.00
NS3	2020-04-13	1.00
NSP15	2020-04-13	0.00
NSP16	2020-04-13	0.00
NS9b	2020-04-13	0.00
NS6	2020-04-13	0.00
NS9c	2020-04-13	0.00
NSP1	2020-04-13	0.00
NSP2	2020-04-13	0.00
NS8	2020-04-13	0.00
NSP3	2020-04-13	0.00
NSP4	2020-04-14	0.00
E	2020-04-14	0.00
NS7a	2020-04-14	0.00
NSP5	2020-04-14	0.00
NS7b	2020-04-14	0.00
NSP6	2020-04-14	0.00
NSP7	2020-04-14	0.00
NSP8	2020-04-14	0.00
Spike	2020-04-14	1.00
NSP9	2020-04-14	0.00
NSP10	2020-04-14	0.00
NSP11	2020-04-14	0.00
NSP12	2020-04-14	1.00
M	2020-04-14	0.00
NSP13	2020-04-14	0.00
N	2020-04-14	0.00
NSP14	2020-04-14	0.00
NS3	2020-04-14	1.00
NSP15	2020-04-14	0.00
NSP16	2020-04-14	0.00
NS9b	2020-04-14	0.00
NS6	2020-04-14	0.00
NS9c	2020-04-14	0.00
NSP1	2020-04-14	0.00
NSP2	2020-04-14	0.00
NS8	2020-04-14	0.50
NSP3	2020-04-14	0.00
NSP4	2020-04-15	0.00
E	2020-04-15	0.00
NS7a	2020-04-15	0.00
NSP5	2020-04-15	0.00
NS7b	2020-04-15	0.00
NSP6	2020-04-15	0.00
NSP7	2020-04-15	0.00
NSP8	2020-04-15	0.00
Spike	2020-04-15	1.00
NSP9	2020-04-15	0.00
NSP10	2020-04-15	0.00
NSP11	2020-04-15	0.00
NSP12	2020-04-15	1.00
M	2020-04-15	0.00
NSP13	2020-04-15	0.00
N	2020-04-15	0.00
NSP14	2020-04-15	0.00
NS3	2020-04-15	1.00
NSP15	2020-04-15	0.00
NSP16	2020-04-15	0.00
NS9b	2020-04-15	0.00
NS6	2020-04-15	0.00
NS9c	2020-04-15	0.00
NSP1	2020-04-15	0.00
NSP2	2020-04-15	0.00
NS8	2020-04-15	1.00
NSP3	2020-04-15	0.00
NSP4	2020-04-16	0.00
E	2020-04-16	0.00
NS7a	2020-04-16	0.00
NSP5	2020-04-16	0.00
NS7b	2020-04-16	0.00
NSP6	2020-04-16	0.00
NSP7	2020-04-16	0.00
NSP8	2020-04-16	0.00
Spike	2020-04-16	1.00
NSP9	2020-04-16	0.00
NSP10	2020-04-16	0.00
NSP11	2020-04-16	0.00
NSP12	2020-04-16	1.00
M	2020-04-16	0.00
NSP13	2020-04-16	0.00
N	2020-04-16	0.00
NSP14	2020-04-16	0.00
NS3	2020-04-16	1.00
NSP15	2020-04-16	0.00
NSP16	2020-04-16	0.00
NS9b	2020-04-16	0.00
NS6	2020-04-16	0.00
NS9c	2020-04-16	0.00
NSP1	2020-04-16	0.00
NSP2	2020-04-16	0.00
NS8	2020-04-16	0.00
NSP3	2020-04-16	0.00
NSP4	2020-04-17	0.00
E	2020-04-17	0.00
NS7a	2020-04-17	0.00
NSP5	2020-04-17	0.00
NS7b	2020-04-17	0.00
NSP6	2020-04-17	0.00
NSP7	2020-04-17	0.00
NSP8	2020-04-17	0.00
Spike	2020-04-17	1.00
NSP9	2020-04-17	0.00
NSP10	2020-04-17	0.00
NSP11	2020-04-17	0.00
NSP12	2020-04-17	1.00
M	2020-04-17	0.00
NSP13	2020-04-17	0.00
N	2020-04-17	0.00
NSP14	2020-04-17	0.00
NS3	2020-04-17	1.00
NSP15	2020-04-17	0.00
NSP16	2020-04-17	0.00
NS9b	2020-04-17	0.00
NS6	2020-04-17	0.00
NS9c	2020-04-17	0.00
NSP1	2020-04-17	0.00
NSP2	2020-04-17	0.00
NS8	2020-04-17	0.00
NSP3	2020-04-17	0.00
NSP4	2020-04-18	0.00
E	2020-04-18	0.00
NS7a	2020-04-18	0.00
NSP5	2020-04-18	0.50
NS7b	2020-04-18	0.00
NSP6	2020-04-18	0.00
NSP7	2020-04-18	0.00
NSP8	2020-04-18	0.00
Spike	2020-04-18	0.50
NSP9	2020-04-18	0.00
NSP10	2020-04-18	0.00
NSP11	2020-04-18	0.00
NSP12	2020-04-18	1.00
M	2020-04-18	0.00
NSP13	2020-04-18	0.00
N	2020-04-18	0.50
NSP14	2020-04-18	0.00
NS3	2020-04-18	1.00
NSP15	2020-04-18	0.00
NSP16	2020-04-18	0.00
NS9b	2020-04-18	0.00
NS6	2020-04-18	0.00
NS9c	2020-04-18	0.00
NSP1	2020-04-18	0.00
NSP2	2020-04-18	0.00
NS8	2020-04-18	0.00
NSP3	2020-04-18	0.00
NSP4	2020-04-19	0.00
E	2020-04-19	0.00
NS7a	2020-04-19	0.00
NSP5	2020-04-19	0.00
NS7b	2020-04-19	0.00
NSP6	2020-04-19	0.00
NSP7	2020-04-19	0.00
NSP8	2020-04-19	0.00
Spike	2020-04-19	0.00
NSP9	2020-04-19	0.00
NSP10	2020-04-19	0.00
NSP11	2020-04-19	0.00
NSP12	2020-04-19	1.00
M	2020-04-19	0.00
NSP13	2020-04-19	0.00
N	2020-04-19	1.00
NSP14	2020-04-19	0.00
NS3	2020-04-19	1.00
NSP15	2020-04-19	0.00
NSP16	2020-04-19	0.00
NS9b	2020-04-19	0.00
NS6	2020-04-19	0.00
NS9c	2020-04-19	0.00
NSP1	2020-04-19	0.00
NSP2	2020-04-19	0.00
NS8	2020-04-19	0.00
NSP3	2020-04-19	0.00
NSP4	2020-04-20	0.00
E	2020-04-20	0.00
NS7a	2020-04-20	0.00
NSP5	2020-04-20	0.00
NS7b	2020-04-20	0.00
NSP6	2020-04-20	0.00
NSP7	2020-04-20	0.00
NSP8	2020-04-20	0.00
Spike	2020-04-20	0.50
NSP9	2020-04-20	0.00
NSP10	2020-04-20	0.00
NSP11	2020-04-20	0.00
NSP12	2020-04-20	0.50
M	2020-04-20	0.00
NSP13	2020-04-20	0.00
N	2020-04-20	0.00
NSP14	2020-04-20	0.00
NS3	2020-04-20	0.50
NSP15	2020-04-20	0.00
NSP16	2020-04-20	0.00
NS9b	2020-04-20	0.00
NS6	2020-04-20	0.00
NS9c	2020-04-20	0.00
NSP1	2020-04-20	0.00
NSP2	2020-04-20	0.00
NS8	2020-04-20	0.00
NSP3	2020-04-20	0.00
NSP4	2020-04-21	0.00
E	2020-04-21	0.00
NS7a	2020-04-21	0.00
NSP5	2020-04-21	0.00
NS7b	2020-04-21	0.00
NSP6	2020-04-21	0.00
NSP7	2020-04-21	0.00
NSP8	2020-04-21	0.00
Spike	2020-04-21	1.00
NSP9	2020-04-21	0.00
NSP10	2020-04-21	0.00
NSP11	2020-04-21	0.00
NSP12	2020-04-21	1.00
M	2020-04-21	0.00
NSP13	2020-04-21	0.00
N	2020-04-21	0.00
NSP14	2020-04-21	0.00
NS3	2020-04-21	1.00
NSP15	2020-04-21	0.00
NSP16	2020-04-21	0.00
NS9b	2020-04-21	0.00
NS6	2020-04-21	0.00
NS9c	2020-04-21	0.00
NSP1	2020-04-21	0.00
NSP2	2020-04-21	0.00
NS8	2020-04-21	0.00
NSP3	2020-04-21	0.00
NSP4	2020-04-22	0.00
E	2020-04-22	0.00
NS7a	2020-04-22	0.00
NSP5	2020-04-22	0.00
NS7b	2020-04-22	0.00
NSP6	2020-04-22	0.00
NSP7	2020-04-22	0.00
NSP8	2020-04-22	0.00
Spike	2020-04-22	1.00
NSP9	2020-04-22	0.00
NSP10	2020-04-22	0.00
NSP11	2020-04-22	0.00
NSP12	2020-04-22	1.00
M	2020-04-22	0.00
NSP13	2020-04-22	0.00
N	2020-04-22	0.00
NSP14	2020-04-22	0.00
NS3	2020-04-22	1.00
NSP15	2020-04-22	0.00
NSP16	2020-04-22	0.00
NS9b	2020-04-22	0.00
NS6	2020-04-22	0.00
NS9c	2020-04-22	0.00
NSP1	2020-04-22	0.00
NSP2	2020-04-22	0.00
NS8	2020-04-22	0.00
NSP3	2020-04-22	0.00
NSP4	2020-04-23	0.00
E	2020-04-23	0.00
NS7a	2020-04-23	0.00
NSP5	2020-04-23	0.00
NS7b	2020-04-23	0.00
NSP6	2020-04-23	0.00
NSP7	2020-04-23	0.00
NSP8	2020-04-23	0.00
Spike	2020-04-23	1.00
NSP9	2020-04-23	0.00
NSP10	2020-04-23	0.00
NSP11	2020-04-23	0.00
NSP12	2020-04-23	1.00
M	2020-04-23	0.00
NSP13	2020-04-23	0.00
N	2020-04-23	0.00
NSP14	2020-04-23	0.00
NS3	2020-04-23	1.00
NSP15	2020-04-23	0.00
NSP16	2020-04-23	0.00
NS9b	2020-04-23	0.00
NS6	2020-04-23	0.00
NS9c	2020-04-23	0.00
NSP1	2020-04-23	0.00
NSP2	2020-04-23	0.00
NS8	2020-04-23	0.00
NSP3	2020-04-23	0.00
NSP4	2020-04-24	0.00
E	2020-04-24	0.00
NS7a	2020-04-24	0.00
NSP5	2020-04-24	0.00
NS7b	2020-04-24	0.00
NSP6	2020-04-24	0.00
NSP7	2020-04-24	0.00
NSP8	2020-04-24	0.00
Spike	2020-04-24	1.00
NSP9	2020-04-24	0.00
NSP10	2020-04-24	0.00
NSP11	2020-04-24	0.00
NSP12	2020-04-24	1.00
M	2020-04-24	0.00
NSP13	2020-04-24	0.00
N	2020-04-24	0.00
NSP14	2020-04-24	0.00
NS3	2020-04-24	1.00
NSP15	2020-04-24	0.00
NSP16	2020-04-24	0.00
NS9b	2020-04-24	0.00
NS6	2020-04-24	0.00
NS9c	2020-04-24	0.00
NSP1	2020-04-24	0.00
NSP2	2020-04-24	0.00
NS8	2020-04-24	0.00
NSP3	2020-04-24	0.00
NSP4	2020-04-26	0.00
E	2020-04-26	0.00
NS7a	2020-04-26	0.00
NSP5	2020-04-26	0.00
NS7b	2020-04-26	0.00
NSP6	2020-04-26	0.00
NSP7	2020-04-26	0.00
NSP8	2020-04-26	0.00
Spike	2020-04-26	1.00
NSP9	2020-04-26	0.00
NSP10	2020-04-26	0.00
NSP11	2020-04-26	0.00
NSP12	2020-04-26	1.00
M	2020-04-26	0.00
NSP13	2020-04-26	0.00
N	2020-04-26	0.00
NSP14	2020-04-26	0.00
NS3	2020-04-26	1.00
NSP15	2020-04-26	0.00
NSP16	2020-04-26	0.00
NS9b	2020-04-26	0.00
NS6	2020-04-26	0.00
NS9c	2020-04-26	0.00
NSP1	2020-04-26	0.00
NSP2	2020-04-26	0.00
NS8	2020-04-26	0.00
NSP3	2020-04-26	0.00
NSP4	2020-04-28	0.00
E	2020-04-28	0.00
NS7a	2020-04-28	0.00
NSP5	2020-04-28	0.00
NS7b	2020-04-28	0.00
NSP6	2020-04-28	0.00
NSP7	2020-04-28	0.00
NSP8	2020-04-28	0.00
Spike	2020-04-28	1.00
NSP9	2020-04-28	0.00
NSP10	2020-04-28	0.00
NSP11	2020-04-28	0.00
NSP12	2020-04-28	1.00
M	2020-04-28	0.00
NSP13	2020-04-28	0.00
N	2020-04-28	0.00
NSP14	2020-04-28	0.00
NS3	2020-04-28	1.00
NSP15	2020-04-28	0.00
NSP16	2020-04-28	0.00
NS9b	2020-04-28	0.00
NS6	2020-04-28	0.00
NS9c	2020-04-28	0.00
NSP1	2020-04-28	0.00
NSP2	2020-04-28	0.00
NS8	2020-04-28	0.00
NSP3	2020-04-28	0.00
NSP4	2020-04-29	0.00
E	2020-04-29	0.00
NS7a	2020-04-29	0.00
NSP5	2020-04-29	0.00
NS7b	2020-04-29	0.00
NSP6	2020-04-29	0.00
NSP7	2020-04-29	0.00
NSP8	2020-04-29	0.00
Spike	2020-04-29	1.00
NSP9	2020-04-29	0.00
NSP10	2020-04-29	0.00
NSP11	2020-04-29	0.00
NSP12	2020-04-29	1.00
M	2020-04-29	0.00
NSP13	2020-04-29	0.00
N	2020-04-29	1.50
NSP14	2020-04-29	0.00
NS3	2020-04-29	0.50
NSP15	2020-04-29	0.00
NSP16	2020-04-29	0.00
NS9b	2020-04-29	0.00
NS6	2020-04-29	0.00
NS9c	2020-04-29	0.00
NSP1	2020-04-29	0.00
NSP2	2020-04-29	0.00
NS8	2020-04-29	0.00
NSP3	2020-04-29	0.00
NSP4	2020-04-30	0.00
E	2020-04-30	0.00
NS7a	2020-04-30	0.00
NSP5	2020-04-30	0.00
NS7b	2020-04-30	0.00
NSP6	2020-04-30	0.00
NSP7	2020-04-30	0.00
NSP8	2020-04-30	0.00
Spike	2020-04-30	1.00
NSP9	2020-04-30	0.00
NSP10	2020-04-30	0.00
NSP11	2020-04-30	0.00
NSP12	2020-04-30	1.00
M	2020-04-30	0.00
NSP13	2020-04-30	0.00
N	2020-04-30	1.00
NSP14	2020-04-30	0.00
NS3	2020-04-30	1.00
NSP15	2020-04-30	0.00
NSP16	2020-04-30	0.00
NS9b	2020-04-30	0.00
NS6	2020-04-30	0.00
NS9c	2020-04-30	0.00
NSP1	2020-04-30	0.00
NSP2	2020-04-30	0.00
NS8	2020-04-30	0.00
NSP3	2020-04-30	0.00
NSP4	2020-05-01	0.00
E	2020-05-01	0.00
NS7a	2020-05-01	0.00
NSP5	2020-05-01	0.00
NS7b	2020-05-01	0.00
NSP6	2020-05-01	0.00
NSP7	2020-05-01	0.00
NSP8	2020-05-01	0.00
Spike	2020-05-01	1.00
NSP9	2020-05-01	0.00
NSP10	2020-05-01	0.00
NSP11	2020-05-01	0.00
NSP12	2020-05-01	1.00
M	2020-05-01	0.00
NSP13	2020-05-01	0.00
N	2020-05-01	0.00
NSP14	2020-05-01	0.00
NS3	2020-05-01	1.00
NSP15	2020-05-01	0.00
NSP16	2020-05-01	0.00
NS9b	2020-05-01	0.00
NS6	2020-05-01	0.00
NS9c	2020-05-01	0.00
NSP1	2020-05-01	0.00
NSP2	2020-05-01	0.00
NS8	2020-05-01	0.00
NSP3	2020-05-01	0.00
NSP4	2020-05-04	0.00
E	2020-05-04	0.00
NS7a	2020-05-04	0.00
NSP5	2020-05-04	0.00
NS7b	2020-05-04	0.00
NSP6	2020-05-04	0.00
NSP7	2020-05-04	0.00
NSP8	2020-05-04	0.00
Spike	2020-05-04	0.50
NSP9	2020-05-04	0.00
NSP10	2020-05-04	0.00
NSP11	2020-05-04	0.00
NSP12	2020-05-04	0.50
M	2020-05-04	0.00
NSP13	2020-05-04	0.00
N	2020-05-04	0.00
NSP14	2020-05-04	0.00
NS3	2020-05-04	0.00
NSP15	2020-05-04	0.00
NSP16	2020-05-04	0.00
NS9b	2020-05-04	0.00
NS6	2020-05-04	0.50
NS9c	2020-05-04	0.00
NSP1	2020-05-04	0.00
NSP2	2020-05-04	0.00
NS8	2020-05-04	0.00
NSP3	2020-05-04	0.00
NSP4	2020-05-06	0.00
E	2020-05-06	0.00
NS7a	2020-05-06	0.00
NSP5	2020-05-06	0.00
NS7b	2020-05-06	0.00
NSP6	2020-05-06	0.00
NSP7	2020-05-06	0.00
NSP8	2020-05-06	0.00
Spike	2020-05-06	1.00
NSP9	2020-05-06	0.00
NSP10	2020-05-06	0.00
NSP11	2020-05-06	0.00
NSP12	2020-05-06	1.00
M	2020-05-06	0.00
NSP13	2020-05-06	0.00
N	2020-05-06	0.00
NSP14	2020-05-06	0.00
NS3	2020-05-06	1.00
NSP15	2020-05-06	0.00
NSP16	2020-05-06	0.00
NS9b	2020-05-06	0.00
NS6	2020-05-06	0.00
NS9c	2020-05-06	0.00
NSP1	2020-05-06	0.00
NSP2	2020-05-06	0.00
NS8	2020-05-06	0.00
NSP3	2020-05-06	0.00
NSP4	2020-05-08	0.00
E	2020-05-08	0.00
NS7a	2020-05-08	0.00
NSP5	2020-05-08	0.00
NS7b	2020-05-08	0.00
NSP6	2020-05-08	0.00
NSP7	2020-05-08	0.00
NSP8	2020-05-08	0.00
Spike	2020-05-08	1.00
NSP9	2020-05-08	0.00
NSP10	2020-05-08	0.00
NSP11	2020-05-08	0.00
NSP12	2020-05-08	1.00
M	2020-05-08	0.00
NSP13	2020-05-08	0.00
N	2020-05-08	0.00
NSP14	2020-05-08	0.00
NS3	2020-05-08	1.00
NSP15	2020-05-08	0.00
NSP16	2020-05-08	0.00
